,id,title,link,description,box_price_present,box_price_old,box_price_percent,rating,cmt_count
35,285223,Điện thoại vivo Y16 128GB,https://www.thegioididong.com/dtdd/vivo-y16,vivo Y16 tiếp tục là một cái tên vừa được bổ sung cho dòng điện thoại vivo Y trong năm 2022. Máy sở hữu một màn hình đẹp cùng viên pin lớn giúp bạn có thể giải trí hay học tập trong khoảng thời gian lâu dài chỉ với một lần sạc.,"
                        <span>từ</span>
                    4.090.000₫ *
                ",4.490.000₫,-8%,4.0,105.0
36,290877,Điện thoại realme C30s (2GB/32GB),https://www.thegioididong.com/dtdd/realme-c30s-2gb,"Ra mắt với mức giá bán phải chăng cùng bộ thông số khá ấn tượng như viên pin 5000 mAh, màn hình lớn, hỗ trợ vân tay cạnh viền,... realme C30s (2GB/32GB) sẽ là lựa chọn đáng cân nhắc cho người dùng muốn tìm mua một chiếc điện thoại thuộc phân khúc giá rẻ.",,,,4.0,75.0
37,305887,Điện thoại realme C30s (3GB/64GB),https://www.thegioididong.com/dtdd/realme-c30s-3gb-64gb,"Điện thoại realme C30s (3GB/64GB) thuộc phân khúc giá rẻ nhưng vẫn đáp ứng tốt các tác vụ thường ngày một cách trơn tru, mượt mà. Bên cạnh đó, dung lượng pin 5000 mAh vô cùng trâu cho bạn thỏa sức sử dụng cả một ngày dài đầy năng động.",,,,4.2,29.0
38,290829,Điện thoại Samsung Galaxy S23+ 5G 256GB,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-plus,"Samsung Galaxy S23+ 5G 256GB là chiếc điện thoại thuộc dòng cao cấp nhất của Samsung được giới thiệu vào tháng 02/2023. Máy sở hữu một vài điểm ấn tượng như camera có khả năng quay video 8K, cùng với đó là con chip Snapdragon 8 Gen 2 mạnh mẽ hàng đầu giới điện thoại Android.",23.990.000₫ ,26.990.000₫,-11%,4.4,42.0
39,301798,Điện thoại Samsung Galaxy S23+ 5G 512GB,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-plus-5g-512gb,"Là sản phẩm có kích thước nằm giữa trong bộ ba sản phẩm mới nhà Samsung, Galaxy S23+ 5G 512GB được xem là thiết bị rất đáng quan tâm khi được trang bị một màn hình kích thước lớn, thiết kế bóng bẩy và cấu hình mạnh mẽ. Sản phẩm được đi kèm nhiều tính năng “xịn sò” hứa hẹn đem lại cho người dùng trải nghiệm vô cùng trọn vẹn.",26.990.000₫ ,29.990.000₫,-10%,4.2,11.0
40,245545,Điện thoại iPhone 14 Plus 128GB,https://www.thegioididong.com/dtdd/iphone-14-plus,"Sau nhiều thế hệ điện thoại của Apple thì cái tên “Plus” cũng đã chính thức trở lại vào năm 2022 và xuất hiện trên chiếc iPhone 14 Plus 128GB, nổi trội với ngoại hình bắt trend cùng màn hình kích thước lớn để đem đến không gian hiển thị tốt hơn cùng cấu hình mạnh mẽ không đổi so với bản tiêu chuẩn.","
                        <span>từ</span>
                    21.590.000₫ 
                ",24.990.000₫,-13%,4.5,92.0
41,289710,Điện thoại iPhone 14 Plus 256GB,https://www.thegioididong.com/dtdd/iphone-14-plus-256gb,"iPhone 14 Plus 256GB vừa được Apple cho ra mắt với một diện mạo sang chảnh về thiết kế, vượt trội về hiệu năng và quay phim chụp ảnh chuyên nghiệp. Đây hứa hẹn sẽ là dòng sản phẩm mới nổi và sẽ thu hút được nhiều khách hàng săn đón trong thời gian tới.","
                        <span>từ</span>
                    23.790.000₫ 
                ",27.990.000₫,-15%,4.4,22.0
42,291696,Điện thoại vivo Y22s 4GB,https://www.thegioididong.com/dtdd/vivo-y22s-4gb,"vivo dường như ngày càng chú trọng vào vẻ đẹp của từng sản phẩm khi có khá nhiều mẫu smartphone mới được trình làng với bề ngoài hết sức đẹp mắt, nổi bật trong khoảng thời gian gần đây (09/2022) có lẽ là vivo Y22s (4GB/128GB) khi sở hữu cho mình một diện mạo vuông vức, thời thượng cùng mức giá bán cũng không kém phần ấn tượng.",4.790.000₫ ,5.290.000₫,-9%,4.0,43.0
43,285224,Điện thoại vivo Y22s 8GB,https://www.thegioididong.com/dtdd/vivo-y22s-8gb,"vivo Y22s 8GB là mẫu điện thoại mới của vivo được giới thiệu chính thức tại thị trường Việt Nam vào hồi tháng (09/2022), phiên bản này được hãng chú trọng nhiều vào phần thiết kế nhằm mang đến diện mạo đẹp mắt và sang trọng đối với những mẫu máy giá rẻ.",5.290.000₫ *,5.990.000₫,-11%,4.1,111.0
44,250625,Điện thoại Samsung Galaxy Z Fold4 5G 256GB,https://www.thegioididong.com/dtdd/samsung-galaxy-z-fold4,"Tại sự kiện Samsung Unpacked thường niên, Samsung Galaxy Z Fold4 256GB chính thức được trình làng thị trường công nghệ, mang trên mình nhiều cải tiến đáng giá giúp Galaxy Z Fold trở thành dòng điện thoại gập đã tốt nay càng tốt hơn.",27.990.000₫ ,40.990.000₫,-31%,4.6,73.0
45,285031,Điện thoại Samsung Galaxy Z Fold4 5G 512GB,https://www.thegioididong.com/dtdd/samsung-galaxy-z-fold4-5g-512gb,"Samsung Galaxy Z Fold4 512GB có lẽ là cái tên dành được nhiều sự chú ý đến từ sự kiện Unpacked thường niên của Samsung, bởi máy sở hữu màn hình lớn cùng cơ chế gấp gọn giúp người dùng có thể dễ dàng mang theo. Cùng với đó là sự nâng cấp về hiệu năng và phần mềm giúp máy xử lý tốt hầu hết mọi tác vụ bạn cần từ làm việc đến giải trí.",,,,4.4,29.0
46,291623,Điện thoại Xiaomi 12T 5G 256GB,https://www.thegioididong.com/dtdd/xiaomi-12t-256gb,"Xiaomi 12T 5G 256GB là smartphone đầu tiên trên thế giới trang bị con chip Dimensity 8100 Ultra nên máy thu hút được khá nhiều sự chú ý vào thời điểm ra mắt, bộ vi xử lý này không chỉ có hiệu năng mạnh mẽ mà nó còn tối ưu được giá thành cho thiết bị, điều này giúp 12T trở thành chiếc điện thoại quốc dân cực kỳ đáng sắm.",11.990.000₫ *,12.990.000₫,-7%,4.4,133.0
47,286702,Điện thoại Xiaomi Redmi A1,https://www.thegioididong.com/dtdd/xiaomi-redmi-a1,"Xiaomi Redmi A1 là mẫu điện thoại giá rẻ nhưng vẫn mang trong mình một thiết kế trẻ trung, hiệu năng tốt cùng viên pin cực trâu, đáp ứng trọn vẹn trải nghiệm cả ngày dài, phù hợp với người dùng muốn chọn mua cho mình một thiết bị có giá thành vừa phải, nhằm đáp ứng nhu cầu sử dụng cơ bản hằng ngày.","
                        <span>từ</span>
                    1.690.000₫ 
                ",2.190.000₫,-22%,4.0,180.0
48,260546,Điện thoại OPPO Reno8 Pro 5G,https://www.thegioididong.com/dtdd/oppo-reno8-pro,"OPPO Reno8 Pro 5G là chiếc điện thoại cao cấp được nhà OPPO ra mắt vào thời điểm 09/2022, máy hướng đến sự hoàn thiện cao cấp ở phần thiết kế cùng khả năng quay chụp chuyên nghiệp nhờ trang bị vi xử lý hình ảnh MariSilicon X chuyên dụng.",17.990.000₫ ,18.990.000₫,-5%,4.4,53.0
49,263714,Điện thoại OPPO Reno8 5G,https://www.thegioididong.com/dtdd/oppo-reno8,"OPPO Reno8 5G có lẽ là cái tên dành được nhiều sự quan tâm nhất tại sự kiện ra mắt sản phẩm mới của OPPO vừa qua (08/2022). Máy sở hữu một thiết kế lạ mắt, khác biệt so với các thế hệ tiền nhiệm. Đi kèm là hiệu năng mạnh mẽ cùng bộ camera chất lượng nhằm đáp ứng tốt cho bạn trên mọi tác vụ.",13.990.000₫ ,,,4.2,159.0
50,285032,Điện thoại vivo Y02s 32GB,https://www.thegioididong.com/dtdd/vivo-y02s-32gb,vivo Y02s - một cái tên thuộc dòng Y vừa được vivo ra mắt với một diện mạo trẻ trung. Sở hữu bộ thông số được xem là nổi bật trong phân khúc điện thoại giá rẻ hiện nay (08/2022). Đây hứa hẹn sẽ là sản phẩm “vừa ngon vừa rẻ” mà người dùng không nên bỏ qua.,2.890.000₫ *,3.490.000₫,-17%,4.1,77.0
51,304276,Điện thoại vivo Y02s 64GB,https://www.thegioididong.com/dtdd/vivo-y02s-64gb,"Bộ sưu tập vivo Y Series tiếp tục gọi tên vivo Y02s (3GB/64GB), với mục tiêu mang đến nhiều tính năng hấp dẫn cho dòng điện thoại giá rẻ, sản phẩm hứa hẹn đem đến cho người dùng những trải nghiệm vượt xa mong đợi.","
                        <span>từ</span>
                    3.190.000₫ 
                ",3.290.000₫,-3%,4.4,54.0
52,236780,Điện thoại iPhone 13 mini 128GB,https://www.thegioididong.com/dtdd/iphone-13-mini,"iPhone 13 mini được Apple ra mắt với hàng loạt nâng cấp về cấu hình và các tính năng hữu ích, lại có thiết kế vừa vặn. Chiếc điện thoại này hứa hẹn là một thiết bị hoàn hảo hướng tới những khách hàng thích sự nhỏ gọn nhưng vẫn giữ được sự mạnh mẽ bên trong. ",15.990.000₫ ,16.890.000₫,-5%,4.5,100.0
53,304277,Điện thoại vivo Y02A,https://www.thegioididong.com/dtdd/vivo-y02a,"vivo Y02A mẫu điện thoại được nhà vivo cho ra mắt hướng đến nhóm người dùng yêu thích sự đơn giản trong thiết kế, hiệu năng tốt có thể xử lý các tác vụ thường ngày và một viên pin lớn đáp ứng được nhu cầu sử dụng lâu dài.",2.790.000₫ ,,,4.2,54.0
54,292672,Điện thoại realme 10,https://www.thegioididong.com/dtdd/realme-10,"realme 10 có thể xem là một trong những mẫu smartphone đáng mong đợi nhất trong dịp đầu năm 2023 với nhiều điểm nổi bật, một số điểm đáng chú ý có thể kể đến như: Tấm nền Super AMOLED, camera siêu độ phân giải 50 MP đi kèm con chip Helio G99 mạnh mẽ.",,,,4.1,47.0
55,280139,Điện thoại Nokia C21 Plus 32GB,https://www.thegioididong.com/dtdd/nokia-c21-plus-32gb,"Mới đây Nokia C21 Plus 32GB đã chính thức được cho ra mắt tại thị trường Việt Nam, máy sở hữu một viên pin lớn 5050 mAh, cụm camera kép nổi bật và một hệ điều hành ổn định (06/2022).",,,,4.1,42.0
56,283819,Điện thoại Samsung Galaxy A04s,https://www.thegioididong.com/dtdd/samsung-galaxy-a04s,"Samsung Galaxy A04s mang nhiều cải tiến so với thế hệ Galaxy A03s, màn hình hỗ trợ tần số quét 90 Hz cho trải nghiệm mượt mà cùng camera độ phân giải lên đến 50 MP, hứa hẹn mang đầy đủ các tính năng cần thiết ở một chiếc điện thoại dòng A giá rẻ.",3.990.000₫ ,,,4.2,302.0
57,283148,Điện thoại vivo V25 5G,https://www.thegioididong.com/dtdd/vivo-v25,"Dường như 2022 là một năm bùng nổ cho điện thoại V series khi nhiều sản phẩm được cho ra mắt với thông số và thiết kế rất ấn tượng, trong đó có vivo V25 vừa được giới thiệu vào tháng 10/2022 hứa hẹn sẽ gây sốt trên thị trường công nghệ trong giai đoạn cuối năm nay nhờ tạo hình đẹp cùng hiệu năng mạnh mẽ.",8.490.000₫ ,10.490.000₫,-19%,4.6,29.0
58,283828,Điện thoại vivo V25E,https://www.thegioididong.com/dtdd/vivo-v25e,"Cùng với vivo V25, nhà sản xuất Trung Quốc cũng đã tung ra thị trường mẫu điện thoại vivo V25E mới sở hữu thiết kế vô cùng hiện đại và độc đáo với mặt lưng kính có thể thay đổi màu sắc, camera 64 MP hỗ trợ OIS và sạc nhanh 44 W, đáp ứng đầy đủ nhu cầu của người dùng.",6.790.000₫ ,8.490.000₫,-20%,3.8,66.0
